data,dayname,somma_polli,t_media,t_min,umidità_percentuale,fenomeni,juventus,feste
2016-07-29,venerdì,17,26,20,67,sole,0,0
2016-07-30,sabato,23,28,22,64,sole,0,0
2016-07-31,domenica,24,25,21,66,sole,0,0
2016-08-02,martedì,18,24,18,60,sole,0,0
2016-08-03,mercoledì,22,25,19,62,sole,0,0
2016-08-04,giovedì,21,26,20,63,sole,0,0
2016-08-05,venerdì,19,22,18,73,pioggia temporale ,0,0
2016-08-06,sabato,23,23,17,53,pioggia ,0,0
2016-08-07,domenica,21,24,17,50,sole,0,0
2016-08-09,martedì,26,24,18,62,pioggia temporale ,0,0
2016-08-10,mercoledì,20,20,17,75,pioggia temporale ,0,0
2016-08-11,giovedì,19,20,15,62,pioggia ,0,0
2016-08-12,venerdì,19,20,14,62,sole,0,0
2016-08-13,sabato,23,21,15,65,sole,0,0
2016-08-16,martedì,20,25,19,66,temporale ,0,0
2016-08-17,mercoledì,22,25,19,66,temporale ,0,0
2016-08-18,giovedì,25,23,17,75,pioggia temporale ,0,0
2016-08-19,venerdì,22,23,18,79,pioggia temporale ,0,0
2016-08-20,sabato,31,24,20,79,pioggia temporale ,0,0
2016-08-21,domenica,29,24,20,79,pioggia temporale nebbia ,serie A,0
2016-08-23,martedì,20,22,15,61,sole,0,0
2016-08-24,mercoledì,24,23,16,62,sole,0,0
2016-08-25,giovedì,23,24,18,64,sole,0,0
2016-08-26,venerdì,27,23,17,64,sole,0,0
2016-08-27,sabato,22,24,4,65,sole,0,0
2016-08-28,domenica,19,25,18,67,sole,serie A,0
2016-08-30,martedì,19,24,21,67,pioggia temporale ,0,0
2016-08-31,mercoledì,24,25,19,56,sole,0,0
2016-09-01,giovedì,27,24,18,64,sole,0,0
2016-09-02,venerdì,30,25,19,63,sole,0,0
2016-09-03,sabato,28,25,19,58,sole,0,0
2016-09-04,domenica,32,25,19,60,sole,0,0
2016-09-06,martedì,25,22,15,65,sole,0,0
2016-09-07,mercoledì,19,22,14,63,sole,0,0
2016-09-08,giovedì,27,23,17,57,sole,0,0
2016-09-09,venerdì,26,24,18,56,sole,0,0
2016-09-10,sabato,34,25,18,53,sole,0,0
2016-09-11,domenica,38,24,18,58,sole,serie A,0
2016-09-13,martedì,27,24,16,60,sole,0,0
2016-09-14,mercoledì,26,24,16,63,sole,0,0
2016-09-15,giovedì,40,22,17,77,sole,champions,0
2016-09-16,venerdì,34,19,17,88,sole,0,0
2016-09-17,sabato,34,20,17,78,sole,0,0
2016-09-18,domenica,37,19,13,75,sole,0,0
2016-09-20,martedì,23,20,13,66,sole,0,0
2016-09-21,mercoledì,22,17,14,76,sole,0,0
2016-09-22,giovedì,25,18,14,65,sole,serie A,0
2016-09-23,venerdì,25,17,11,66,sole,0,0
2016-09-24,sabato,31,18,12,67,sole,0,0
2016-09-25,domenica,32,18,11,68,sole,serie A,0
2016-09-27,martedì,25,19,13,66,sole,0,0
2016-09-28,mercoledì,18,18,12,71,sole,champions,0
2016-09-29,giovedì,29,18,13,75,sole,0,0
2016-09-30,venerdì,31,18,12,73,sole,0,0
2016-10-01,sabato,31,18,11,74,pioggia ,0,0
2016-10-02,domenica,26,18,15,86,pioggia ,0,0
2016-10-04,martedì,15,16,10,62,sole,0,0
2016-10-05,mercoledì,21,13,8,72,pioggia ,0,0
2016-10-06,giovedì,25,13,8,65,sole,0,0
2016-10-07,venerdì,29,13,8,66,sole,0,0
2016-10-08,sabato,29,12,7,76,sole,0,0
2016-10-09,domenica,33,13,11,66,pioggia ,0,0
2016-10-10,lunedì,1,14,11,54,sole,0,0
2016-10-11,martedì,18,11,6,73,sole,0,0
2016-10-12,mercoledì,19,9,1,68,sole,0,0
2016-10-13,giovedì,24,10,6,77,pioggia ,0,0
2016-10-14,venerdì,31,13,10,94,pioggia temporale ,0,0
2016-10-15,sabato,31,15,13,90,pioggia ,0,0
2016-10-16,domenica,33,14,10,91,nebbia ,serie A,0
2016-10-18,martedì,17,14,10,90,nebbia ,0,0
2016-10-19,mercoledì,21,13,10,95,pioggia ,champions,0
2016-10-20,giovedì,28,12,8,93,pioggia ,0,0
2016-10-21,venerdì,27,10,5,85,sole,0,0
2016-10-22,sabato,49,11,6,85,pioggia nebbia ,0,0
2016-10-23,domenica,26,12,9,83,sole,serie A,0
2016-10-25,martedì,15,14,13,98,pioggia ,0,0
2016-10-26,mercoledì,17,15,13,97,nebbia ,0,0
2016-10-27,giovedì,22,16,11,69,pioggia ,serie A,0
2016-10-28,venerdì,26,13,9,78,sole,0,0
2016-10-29,sabato,33,11,5,84,sole,0,0
2016-10-30,domenica,19,11,5,83,nebbia ,serie A,0
2016-10-31,lunedì,17,12,6,83,nebbia ,0,0
2016-11-01,martedì,24,10,8,96,nebbia ,0,Ognissanti
2016-11-02,mercoledì,10,12,10,92,sole,0,Giorno dei Morti
2016-11-03,giovedì,14,12,8,77,sole,champions,0
2016-11-04,venerdì,18,10,6,72,sole,0,0
2016-11-05,sabato,36,10,9,96,pioggia ,0,0
2016-11-06,domenica,26,11,8,98,pioggia nebbia ,0,0
2016-11-08,martedì,18,6,2,76,sole,0,0
2016-11-09,mercoledì,19,6,-1,79,sole,0,0
2016-11-10,giovedì,10,6,2,84,sole,0,0
2016-11-11,venerdì,26,6,2,87,sole,0,0
2016-11-12,sabato,26,6,0,82,nebbia ,0,0
2016-11-13,domenica,19,6,0,77,sole,0,0
2016-11-15,martedì,19,4,0,76,sole,0,0
2016-11-16,mercoledì,14,4,-2,86,sole,0,0
2016-11-17,giovedì,17,6,0,84,sole,0,0
2016-11-18,venerdì,28,8,7,87,pioggia ,0,0
2016-11-19,sabato,42,9,8,99,pioggia nebbia ,0,0
2016-11-20,domenica,20,10,8,97,nebbia ,serie A,0
2016-11-22,martedì,15,14,9,89,sole,0,0
2016-11-23,mercoledì,21,14,12,86,pioggia ,champions,0
2016-11-24,giovedì,17,14,10,85,sole,0,0
2016-11-25,venerdì,24,15,12,85,pioggia ,0,0
2016-11-26,sabato,37,12,9,91,pioggia nebbia ,0,0
2016-11-27,domenica,30,9,7,99,nebbia ,0,0
2016-11-29,martedì,20,4,-1,49,sole,0,0
2016-11-30,mercoledì,21,2,-1,74,sole,0,0
2016-12-01,giovedì,21,2,-1,82,sole,0,0
2016-12-02,venerdì,24,3,-2,83,sole,0,0
2016-12-03,sabato,26,6,2,82,sole,0,0
2016-12-04,domenica,28,7,5,81,sole,serie A,0
2016-12-06,martedì,16,4,0,88,sole,0,0
2016-12-07,mercoledì,26,0,-2,95,sole,0,0
2016-12-08,giovedì,26,0,-3,98,sole,champions,Immacolata Concezione
2016-12-09,venerdì,31,-1,-3,98,sole,0,0
2016-12-10,sabato,26,-1,-3,97,sole,0,0
2016-12-11,domenica,22,0,-2,96,sole,0,0
2016-12-13,martedì,15,1,-1,99,sole,0,0
2016-12-14,mercoledì,20,2,2,98,sole,0,0
2016-12-15,giovedì,17,3,0,97,sole,0,0
2016-12-16,venerdì,15,3,0,89,sole,0,0
2016-12-17,sabato,40,0,-4,92,sole,0,0
2016-12-18,domenica,27,-2,-3,97,sole,serie A,0
2016-12-20,martedì,16,8,4,67,sole,0,0
2016-12-21,mercoledì,16,8,4,75,sole,0,0
2016-12-22,giovedì,9,4,-1,84,sole,0,0
2016-12-23,venerdì,22,4,-3,79,sole,0,0
2016-12-24,sabato,12,2,-2,87,sole,0,0
2016-12-26,lunedì,15,4,-1,79,sole,0,Santo Stefano
2016-12-27,martedì,14,5,-1,83,sole,0,0
2016-12-28,mercoledì,16,5,-3,63,sole,0,0
2016-12-29,giovedì,20,6,-1,68,sole,0,0
2016-12-30,venerdì,23,2,-4,80,sole,0,0
2016-12-31,sabato,19,-1,-6,87,sole,0,Ultimo dell'Anno
2017-01-01,domenica,16,-1,-6,82,nebbia ,0,Primo dell'Anno
2017-01-03,martedì,21,4,-1,68,sole,0,0
2017-01-04,mercoledì,22,0,-3,86,sole,0,0
2017-01-05,giovedì,20,3,-3,41,sole,0,0
2017-01-06,venerdì,22,1,-5,30,sole,0,Epifania
2017-01-07,sabato,29,-3,-8,57,sole,0,0
2017-01-08,domenica,34,-3,-8,65,sole,0,0
2017-01-10,martedì,9,0,-7,74,sole,0,0
2017-01-11,mercoledì,22,-2,-5,54,sole,0,0
2017-01-12,giovedì,20,0,-3,67,pioggia neve ,0,0
2017-01-13,venerdì,21,1,-1,92,pioggia neve nebbia ,0,0
2017-01-14,sabato,35,1,-5,71,sole,0,0
2017-01-15,domenica,22,2,-2,63,sole,0,0
2017-01-17,martedì,14,3,-2,40,sole,0,0
2017-01-18,mercoledì,18,2,-5,53,sole,0,0
2017-01-19,giovedì,15,2,-3,57,sole,0,0
2017-01-20,venerdì,14,1,-4,61,sole,0,0
2017-01-21,sabato,32,0,-6,64,sole,0,0
2017-01-22,domenica,32,1,-4,58,sole,0,0
2017-01-24,martedì,15,3,-4,60,sole,0,0
2017-01-25,mercoledì,13,1,-4,59,sole,0,0
2017-01-26,giovedì,17,0,-6,61,sole,0,0
2017-01-27,venerdì,30,0,-6,68,sole,0,0
2017-01-28,sabato,40,0,-4,70,sole,0,0
2017-01-29,domenica,30,-1,-6,79,sole,0,0
2017-01-31,martedì,13,3,2,96,pioggia nebbia ,0,0
2017-02-01,mercoledì,18,4,3,96,pioggia nebbia ,0,0
2017-02-02,giovedì,18,6,4,95,pioggia nebbia ,0,0
2017-02-03,venerdì,30,7,6,97,pioggia nebbia ,0,0
2017-02-04,sabato,32,7,6,97,pioggia nebbia ,0,0
2017-02-05,domenica,33,5,3,91,pioggia nebbia ,0,0
2017-02-07,martedì,15,8,4,79,sole,0,0
2017-02-08,mercoledì,23,7,4,73,sole,0,0
2017-02-09,giovedì,22,5,0,65,sole,serie A,0
2017-02-10,venerdì,26,5,4,73,pioggia ,0,0
2017-02-11,sabato,44,6,5,85,sole,0,0
2017-02-12,domenica,27,7,5,85,sole,0,0
2017-02-14,martedì,24,6,1,74,sole,0,San Valentino
2017-02-15,mercoledì,23,6,-1,78,sole,0,0
2017-02-16,giovedì,17,7,0,69,sole,0,0
2017-02-17,venerdì,25,6,0,75,sole,0,0
2017-02-18,sabato,32,6,0,77,sole,serie A,0
2017-02-19,domenica,34,3,-3,86,nebbia ,0,0
2017-02-21,martedì,17,4,3,94,nebbia ,0,0
2017-02-22,mercoledì,21,7,5,88,nebbia ,0,0
2017-02-23,giovedì,25,8,7,85,sole,champions,Giovedì Grasso
2017-02-24,venerdì,12,8,7,91,nebbia ,0,0
2017-02-25,sabato,43,8,2,59,sole,0,0
2017-02-26,domenica,39,7,0,61,sole,serie A,Carnevale
2017-02-28,martedì,27,9,7,79,pioggia ,0,Martedì Grasso
2017-03-01,mercoledì,24,10,5,60,sole,0,0
2017-03-02,giovedì,23,8,1,70,sole,0,0
2017-03-03,venerdì,23,9,4,74,sole,0,0
2017-03-04,sabato,42,9,5,89,sole,0,0
2017-03-05,domenica,37,10,5,69,sole,0,0
2017-03-07,martedì,23,11,3,45,sole,0,0
2017-03-08,mercoledì,19,11,3,32,sole,0,0
2017-03-09,giovedì,28,10,4,48,sole,0,0
2017-03-10,venerdì,37,13,5,48,sole,0,0
2017-03-11,sabato,52,9,2,43,sole,serie A,0
2017-03-12,domenica,38,9,4,51,sole,0,0
2017-03-14,martedì,30,12,3,58,sole,0,0
2017-03-15,mercoledì,27,12,5,58,sole,champions,0
2017-03-16,giovedì,19,12,5,61,sole,0,0
2017-03-17,venerdì,29,12,4,61,sole,0,0
2017-03-18,sabato,37,12,6,72,sole,0,0
2017-03-19,domenica,29,11,5,74,sole,0,Festa di San Giuseppe
2017-03-21,martedì,22,13,11,84,sole,0,0
2017-03-22,mercoledì,32,13,10,85,sole,0,0
2017-03-23,giovedì,41,14,8,80,sole,0,0
2017-03-24,venerdì,30,15,10,76,sole,0,0
2017-03-25,sabato,45,14,6,74,sole,0,0
2017-03-26,domenica,40,13,10,72,sole,0,0
2017-03-28,martedì,12,12,3,61,sole,0,0
2017-03-29,mercoledì,20,14,5,58,sole,0,0
2017-03-30,giovedì,19,16,8,53,sole,0,0
2017-03-31,venerdì,30,16,8,53,sole,0,0
2017-04-01,sabato,34,15,9,56,sole,0,0
2017-04-02,domenica,35,16,10,49,sole,0,0
2017-04-04,martedì,25,17,12,50,sole,0,0
2017-04-05,mercoledì,26,14,11,77,sole,0,0
2017-04-06,giovedì,17,14,9,77,sole,0,0
2017-04-07,venerdì,18,14,11,68,sole,0,0
2017-04-08,sabato,34,15,7,66,sole,0,0
2017-04-09,domenica,33,16,8,65,sole,serie A,Domenica delle Palme
2017-04-11,martedì,20,16,10,68,sole,0,0
2017-04-12,mercoledì,22,17,14,58,sole,champions,0
2017-04-13,giovedì,24,17,9,68,sole,0,0
2017-04-14,venerdì,22,18,13,66,sole,0,0
2017-04-15,sabato,35,16,12,76,sole,0,0
2017-04-18,martedì,14,9,4,75,sole,0,0
2017-04-19,mercoledì,23,11,3,29,sole,0,0
2017-04-20,giovedì,34,11,6,23,sole,champions,0
2017-04-21,venerdì,24,11,4,42,sole,0,0
2017-04-22,sabato,49,12,3,48,sole,0,0
2017-04-23,domenica,40,13,5,57,sole,0,0
2017-04-24,lunedì,32,15,13,60,sole,serie A,0
2017-04-25,martedì,46,15,11,79,sole,0,Anniversario della Liberazione
2017-04-26,mercoledì,26,13,13,89,sole,0,0
2017-04-27,giovedì,29,15,12,88,sole,0,0
2017-04-28,venerdì,34,12,7,69,sole,0,0
2017-04-29,sabato,42,12,4,50,sole,serie A,0
2017-04-30,domenica,40,13,5,57,sole,0,0
2017-05-01,lunedì,49,12,8,69,pioggia ,0,Festa dei Lavoratori
2017-05-02,martedì,19,13,6,68,pioggia ,0,0
2017-05-03,mercoledì,36,13,10,79,pioggia ,0,0
2017-05-04,giovedì,21,13,10,81,pioggia temporale ,champions,0
2017-05-05,venerdì,31,15,8,72,nebbia ,0,0
2017-05-06,sabato,50,14,9,77,pioggia ,0,0
2017-05-07,domenica,38,13,11,84,pioggia ,serie A,0
2017-05-09,martedì,42,15,12,76,pioggia temporale ,0,0
2017-05-10,mercoledì,51,15,11,71,sole,champions,0
2017-05-11,giovedì,44,16,10,73,sole,0,0
2017-05-12,venerdì,44,18,15,74,pioggia temporale ,0,0
2017-05-13,sabato,53,19,13,71,pioggia temporale ,0,0
2017-05-14,domenica,43,20,14,68,pioggia temporale ,0,Festa della Mamma
2017-05-16,martedì,32,21,14,60,sole,0,0
2017-05-17,mercoledì,39,23,15,54,sole,0,0
2017-05-18,giovedì,34,22,17,56,sole,0,0
2017-05-19,venerdì,35,19,15,71,pioggia temporale ,0,0
2017-05-20,sabato,48,15,10,81,pioggia temporale ,0,0
2017-05-21,domenica,34,20,12,57,sole,0,0
2017-05-23,martedì,21,22,15,54,sole,0,0
2017-05-24,mercoledì,24,22,16,63,sole,0,0
2017-05-25,giovedì,29,21,18,63,sole,0,0
2017-05-26,venerdì,26,21,16,51,sole,0,0
2017-05-27,sabato,27,22,14,54,sole,0,0
2017-05-28,domenica,32,27,22,40,sole,serie A,0
2017-05-30,martedì,47,24,17,55,sole,0,0
2017-05-31,mercoledì,52,25,18,56,sole,0,0
2017-06-01,giovedì,25,24,18,59,sole,0,0
2017-06-02,venerdì,26,24,17,56,sole,0,Festa della Repubblica
2017-06-03,sabato,31,25,17,54,sole,0,0
2017-06-04,domenica,32,24,17,57,sole,champions,Pentecoste
2017-06-06,martedì,53,20,17,79,sole,0,0
2017-06-07,mercoledì,30,21,14,64,sole,0,0
2017-06-08,giovedì,26,20,15,46,sole,0,0
2017-06-09,venerdì,28,21,14,52,sole,0,0
2017-06-10,sabato,33,23,17,55,sole,0,0
2017-06-11,domenica,33,25,17,53,sole,0,0
2017-06-13,martedì,45,26,19,56,sole,0,0
2017-06-14,mercoledì,31,25,21,64,sole,0,0
2017-06-15,giovedì,27,25,20,72,sole,0,0
2017-06-16,venerdì,25,27,21,66,sole,0,0
2017-06-17,sabato,22,27,21,59,sole,0,0
2017-06-18,domenica,33,24,20,48,sole,0,0
2017-06-20,martedì,32,26,19,50,sole,0,0
2017-06-21,mercoledì,17,28,20,49,sole,0,0
2017-06-22,giovedì,20,29,21,55,sole,0,0
2017-06-23,venerdì,18,29,22,59,sole,0,0
2017-06-24,sabato,28,29,22,65,sole,0,0
2017-06-25,domenica,26,25,21,73,sole,0,0
2017-06-27,martedì,17,26,21,57,sole,0,0
2017-06-28,mercoledì,32,23,16,70,sole,0,0
2017-06-29,giovedì,28,21,16,67,sole,0,0
2017-06-30,venerdì,33,21,15,54,sole,0,0
2017-07-01,sabato,20,21,13,56,sole,0,0
2017-07-02,domenica,29,22,15,61,sole,0,0
2017-07-04,martedì,19,25,20,57,sole,0,0
2017-07-05,mercoledì,16,26,18,55,sole,0,0
2017-07-06,giovedì,24,28,21,57,sole,0,0
2017-07-07,venerdì,18,28,20,56,sole,0,0
2017-07-08,sabato,26,28,21,61,sole,0,0
2017-07-09,domenica,25,28,21,55,sole,0,0
2017-07-11,martedì,14,25,20,70,sole,0,0
2017-07-12,mercoledì,17,25,18,68,sole,0,0
2017-07-13,giovedì,19,26,20,67,sole,0,0
2017-07-14,venerdì,19,24,18,63,sole,0,0
2017-07-15,sabato,27,23,18,65,sole,0,0
2017-07-16,domenica,28,23,18,45,sole,0,0
2017-07-18,martedì,17,25,17,51,sole,0,0
2017-07-19,mercoledì,27,27,18,51,sole,0,0
2017-07-20,giovedì,25,26,19,58,sole,0,0
2017-07-21,venerdì,25,26,19,57,sole,0,0
2017-07-22,sabato,23,27,20,56,sole,0,0
2017-07-23,domenica,29,27,20,59,sole,0,0
2017-07-25,martedì,22,22,15,65,sole,0,0
2017-07-26,mercoledì,15,21,15,60,sole,0,0
2017-07-27,giovedì,21,23,16,53,sole,0,0
2017-07-28,venerdì,17,25,18,58,sole,0,0
2017-07-29,sabato,27,26,20,61,sole,0,0
2017-07-30,domenica,33,25,20,72,sole,0,0
2017-08-01,martedì,23,29,22,64,sole,0,0
2017-08-02,mercoledì,19,30,23,58,sole,0,0
2017-08-03,giovedì,25,30,23,56,sole,0,0
2017-08-04,venerdì,27,30,23,57,sole,0,0
2017-08-05,sabato,28,30,24,54,sole,0,0
2017-08-06,domenica,22,28,24,56,sole,0,0
2017-08-08,martedì,20,26,19,53,sole,0,0
2017-08-09,mercoledì,24,27,21,58,sole,0,0
2017-08-10,giovedì,26,25,20,68,sole,0,0
2017-08-11,venerdì,28,22,17,63,sole,0,0
2017-08-12,sabato,29,22,13,57,sole,0,0
2017-08-13,domenica,25,23,15,50,sole,0,0
2017-08-16,mercoledì,20,27,20,51,sole,0,0
2017-08-17,giovedì,18,27,20,52,sole,0,0
2017-08-18,venerdì,21,28,21,50,sole,0,0
2017-08-19,sabato,28,26,18,57,sole,0,0
2017-08-20,domenica,28,22,16,58,sole,serie A,0
2017-08-22,martedì,22,22,16,50,sole,0,0
2017-08-23,mercoledì,26,23,17,53,sole,0,0
2017-08-24,giovedì,12,25,18,56,sole,0,0
2017-08-25,venerdì,19,26,19,59,sole,0,0
2017-08-26,sabato,28,27,21,57,sole,0,0
2017-08-27,domenica,26,28,21,50,sole,serie A,0
2017-08-29,martedì,24,25,18,55,sole,0,0
2017-08-30,mercoledì,21,26,18,54,sole,0,0
2017-08-31,giovedì,30,25,19,59,sole,0,0
2017-09-01,venerdì,29,23,18,73,pioggia temporale ,0,0
2017-09-02,sabato,34,18,14,72,pioggia temporale ,0,0
2017-09-03,domenica,34,20,15,47,pioggia ,0,0
2017-09-05,martedì,33,21,14,63,sole,0,0
2017-09-06,mercoledì,25,22,16,64,sole,0,0
2017-09-07,giovedì,24,21,16,77,pioggia temporale ,0,0
2017-09-08,venerdì,30,20,16,64,sole,0,0
2017-09-09,sabato,40,20,15,72,pioggia temporale ,0,0
2017-09-10,domenica,38,18,16,83,pioggia ,serie A,0
2017-09-12,martedì,26,18,14,81,pioggia temporale ,0,0
2017-09-13,mercoledì,18,18,11,69,sole,champions,0
2017-09-14,giovedì,15,17,13,84,pioggia ,0,0
2017-09-15,venerdì,27,17,14,83,pioggia ,0,0
2017-09-16,sabato,28,16,14,83,pioggia ,0,0
2017-09-17,domenica,31,17,12,68,pioggia temporale ,0,0
2017-09-19,martedì,16,14,12,83,pioggia ,0,0
2017-09-20,mercoledì,20,17,10,56,sole,0,0
2017-09-21,giovedì,25,18,9,52,sole,serie A,0
2017-09-22,venerdì,17,16,8,67,sole,0,0
2017-09-23,sabato,5,17,12,73,sole,0,0
2017-09-24,domenica,30,16,13,81,pioggia temporale ,serie A,0
2017-09-26,martedì,21,17,11,69,sole,0,0
2017-09-27,mercoledì,16,18,11,67,sole,0,0
2017-09-28,giovedì,21,18,13,72,sole,champions,0
2017-09-29,venerdì,31,18,13,65,sole,0,0
2017-09-30,sabato,27,17,13,59,pioggia ,0,0
2017-10-01,domenica,28,15,14,72,pioggia ,0,0
2017-10-03,martedì,22,16,13,81,sole,0,0
2017-10-04,mercoledì,25,16,11,78,sole,0,0
2017-10-05,giovedì,22,17,10,77,sole,0,0
2017-10-06,venerdì,36,17,10,71,pioggia temporale ,0,0
2017-10-07,sabato,23,14,9,58,sole,0,0
2017-10-08,domenica,26,15,9,64,sole,0,0
2017-10-10,martedì,19,15,9,71,sole,0,0
2017-10-11,mercoledì,22,17,10,71,sole,0,0
2017-10-12,giovedì,24,16,10,79,sole,0,0
2017-10-13,venerdì,33,15,9,79,sole,0,0
2017-10-14,sabato,38,15,9,76,sole,0,0
2017-10-15,domenica,32,16,8,72,sole,serie A,0
2017-10-17,martedì,31,15,9,74,sole,0,0
2017-10-18,mercoledì,33,13,7,83,sole,0,0
2017-10-19,giovedì,19,12,10,91,nebbia ,champions,0
2017-10-20,venerdì,35,13,10,87,nebbia ,0,0
2017-10-21,sabato,41,14,12,82,sole,0,0
2017-10-22,domenica,38,14,11,86,pioggia temporale ,0,0
2017-10-24,martedì,31,14,8,47,sole,0,0
2017-10-25,mercoledì,31,11,6,69,sole,0,0
2017-10-26,giovedì,30,13,6,71,sole,serie A,0
2017-10-27,venerdì,22,12,7,81,sole,0,0
2017-10-28,sabato,45,9,4,79,sole,0,0
2017-10-29,domenica,26,12,5,67,sole,serie A,0
2017-10-31,martedì,24,11,6,63,sole,0,0
2017-11-01,mercoledì,32,10,3,74,sole,champions,Ognissanti
2017-11-02,giovedì,15,9,5,83,sole,0,Giorno dei Morti
2017-11-03,venerdì,30,10,5,81,sole,0,0
2017-11-04,sabato,44,11,7,80,sole,0,0
2017-11-05,domenica,39,14,10,87,sole,0,0
2017-11-07,martedì,19,11,9,80,sole,0,0
2017-11-08,mercoledì,14,10,5,80,sole,0,0
2017-11-09,giovedì,20,10,8,85,sole,0,0
2017-11-10,venerdì,30,10,6,82,sole,0,0
2017-11-11,sabato,39,6,3,96,sole,0,0
2017-11-12,domenica,28,7,5,96,sole,0,0
2017-11-14,martedì,20,7,3,68,sole,0,0
2017-11-15,mercoledì,23,6,0,64,sole,0,0
2017-11-16,giovedì,26,9,6,61,sole,0,0
2017-11-17,venerdì,29,7,1,75,sole,0,0
2017-11-18,sabato,49,7,1,80,sole,0,0
2017-11-19,domenica,25,5,1,86,sole,0,0
2017-11-21,martedì,28,6,2,73,sole,0,0
2017-11-22,mercoledì,23,7,3,76,sole,champions,0
2017-11-23,giovedì,23,9,5,81,sole,0,0
2017-11-24,venerdì,27,8,5,83,sole,0,0
2017-11-25,sabato,44,9,8,93,sole,0,0
2017-11-26,domenica,32,7,2,86,sole,0,0
2017-11-28,martedì,28,1,-3,81,sole,0,0
2017-11-29,mercoledì,27,4,3,94,sole,0,0
2017-11-30,giovedì,20,4,0,86,sole,0,0
2017-12-01,venerdì,28,3,-2,70,nebbia ,0,0
2017-12-02,sabato,49,5,0,51,sole,serie A,0
2017-12-03,domenica,32,2,-4,65,sole,0,0
2017-12-05,martedì,16,1,-4,78,sole,0,0
2017-12-06,mercoledì,27,1,-4,83,sole,champions,0
2017-12-07,giovedì,32,2,-3,81,sole,0,0
2017-12-08,venerdì,31,4,3,91,sole,0,Immacolata Concezione
2017-12-09,sabato,39,3,-3,80,sole,0,0
2017-12-10,domenica,22,-1,-6,75,neve ,serie A,0
2017-12-12,martedì,16,5,1,94,pioggia nebbia ,0,0
2017-12-13,mercoledì,21,3,-1,93,nebbia ,0,0
2017-12-14,giovedì,27,4,2,94,nebbia ,0,0
2017-12-15,venerdì,21,4,2,90,nebbia ,0,0
2017-12-16,sabato,42,4,1,84,nebbia ,0,0
2017-12-17,domenica,32,1,-4,88,nebbia ,0,0
2017-12-19,martedì,23,0,-4,70,sole,0,0
2017-12-20,mercoledì,24,0,-3,80,sole,0,0
2017-12-21,giovedì,18,-1,-6,85,sole,0,0
2017-12-22,venerdì,34,0,-4,89,nebbia ,0,0
2017-12-23,sabato,29,1,-4,87,nebbia ,0,0
2017-12-24,domenica,11,2,-3,86,sole,serie A,0
2017-12-26,martedì,25,5,3,93,pioggia ,0,Santo Stefano
2017-12-27,mercoledì,23,7,4,93,pioggia nebbia ,0,0
2017-12-28,giovedì,16,5,2,92,pioggia ,0,0
2017-12-29,venerdì,14,3,-2,74,sole,0,0
2017-12-30,sabato,31,2,-1,76,sole,0,0
2017-12-31,domenica,10,2,-3,82,sole,serie A,Ultimo dell'Anno
2018-01-02,martedì,20,4,0,79,nebbia ,0,0
2018-01-03,mercoledì,15,3,-2,83,pioggia ,0,0
2018-01-04,giovedì,25,5,1,81,sole,0,0
2018-01-05,venerdì,27,5,-1,83,sole,0,0
2018-01-06,sabato,26,7,5,88,pioggia ,0,Epifania
2018-01-07,domenica,38,10,7,85,sole,serie A,0
2018-01-09,martedì,18,12,8,85,sole,0,0
2018-01-10,mercoledì,28,8,3,87,nebbia ,0,0
2018-01-11,giovedì,26,7,6,90,nebbia ,0,0
2018-01-12,venerdì,41,7,0,69,sole,0,0
2018-01-13,sabato,40,5,1,76,sole,0,0
2018-01-14,domenica,37,4,-1,77,sole,0,0
2018-01-16,martedì,20,4,3,93,pioggia ,0,0
2018-01-17,mercoledì,28,6,3,64,nebbia ,0,0
2018-01-18,giovedì,27,5,0,57,sole,0,0
2018-01-19,venerdì,35,3,-2,73,sole,0,0
2018-01-20,sabato,48,3,-1,75,sole,0,0
2018-01-21,domenica,43,5,1,79,sole,0,0
2018-01-23,martedì,27,4,-2,74,sole,serie A,0
2018-01-24,mercoledì,23,4,-1,77,sole,0,0
2018-01-25,giovedì,27,4,1,86,sole,0,0
2018-01-26,venerdì,36,6,4,84,sole,0,0
2018-01-27,sabato,38,8,5,83,sole,0,0
2018-01-28,domenica,40,6,1,87,nebbia ,serie A,0
2018-01-30,martedì,21,5,3,95,nebbia ,0,0
2018-01-31,mercoledì,22,6,5,95,pioggia nebbia ,0,0
2018-02-01,giovedì,19,7,5,95,pioggia ,0,0
2018-02-02,venerdì,34,6,4,90,pioggia ,0,0
2018-02-03,sabato,49,4,4,84,pioggia ,0,0
