,data,dayname,somma_polli,t_media,fenomeni,feste,team1,team2,championship,avversario,Italia
288,2015-12-03,giovedì,38,2,sole,0,-,-,-,-,-
289,2015-12-04,venerdì,33,4,sole,0,Cesena,Chievo,A,-,-
289,2015-12-04,venerdì,33,4,sole,0,Milan,Sampdoria,A,-,-
289,2015-12-04,venerdì,33,4,sole,0,Napoli,Fiorentina,A,-,-
289,2015-12-04,venerdì,33,4,sole,0,Lazio,Empoli,A,-,-
290,2015-12-05,sabato,55,6,sole,0,-,-,-,-,-
291,2015-12-06,domenica,38,5,sole,0,-,-,-,Croazia,Italia
292,2015-12-07,lunedì,28,4,sole,0,-,-,-,-,-
293,2015-12-08,martedì,30,5,sole,Immacolata Concezione,-,-,-,-,-
294,2015-12-09,mercoledì,32,3,sole,0,Juventus,Chievo,A,-,-
295,2015-12-10,giovedì,27,2,sole,0,-,-,-,-,-
296,2015-12-11,venerdì,42,0,sole,0,-,-,-,-,-
297,2015-12-12,sabato,50,1,sole,0,Udinese,Inter,A,-,-
298,2015-12-13,domenica,39,3,sole,0,Napoli,Roma,A,-,-
298,2015-12-13,domenica,39,3,sole,0,Milan,Verona,A,-,-
298,2015-12-13,domenica,39,3,sole,0,Chievo,Atalanta,A,-,-
298,2015-12-13,domenica,39,3,sole,0,Juventus,Fiorentina,A,-,-
299,2015-12-15,martedì,26,2,sole,0,-,-,-,-,-
300,2015-12-16,mercoledì,30,5,sole,0,-,-,-,-,-
301,2015-12-17,giovedì,30,5,sole,0,-,-,-,-,-
302,2015-12-18,venerdì,30,4,sole,0,-,-,-,-,-
303,2015-12-19,sabato,42,4,sole,0,-,-,-,-,-
304,2015-12-20,domenica,32,3,sole,0,Atalanta,Napoli,A,-,-
304,2015-12-20,domenica,32,3,sole,0,Inter,Lazio,A,-,-
304,2015-12-20,domenica,32,3,sole,0,Carpi,Juventus,A,-,-
304,2015-12-20,domenica,32,3,sole,0,Fiorentina,Chievo,A,-,-
304,2015-12-20,domenica,32,3,sole,0,Frosinone,Milan,A,-,-
305,2015-12-22,martedì,25,5,sole,0,-,-,-,-,-
306,2015-12-23,mercoledì,26,5,sole,0,-,-,-,-,-
307,2015-12-24,giovedì,19,7,sole,0,-,-,-,-,-
308,2015-12-26,sabato,19,4,sole,Santo Stefano,-,-,-,-,-
309,2015-12-27,domenica,24,2,sole,0,-,-,-,-,-
310,2015-12-29,martedì,28,2,sole,0,-,-,-,-,-
311,2015-12-30,mercoledì,20,7,sole,0,-,-,-,-,-
312,2015-12-31,giovedì,11,4,sole,Ultimo dell'Anno,-,-,-,-,-
313,2016-01-02,sabato,26,0,pioggia neve nebbia ,0,-,-,-,-,-
314,2016-01-03,domenica,30,2,pioggia nebbia ,0,-,-,-,-,-
315,2016-01-05,martedì,26,3,neve ,0,Juventus,Carpi,A,-,-
315,2016-01-05,martedì,26,3,neve ,0,Lazio,Inter,A,-,-
315,2016-01-05,martedì,26,3,neve ,0,Milan,Frosinone,A,-,-
316,2016-01-06,mercoledì,25,4,pioggia nebbia ,Epifania,-,-,-,-,-
317,2016-01-07,giovedì,18,0,nebbia ,0,-,-,-,-,-
318,2016-01-08,venerdì,27,3,sole,0,-,-,-,-,-
319,2016-01-09,sabato,43,5,pioggia nebbia ,0,-,-,-,Francia,Italia
320,2016-01-10,domenica,39,6,nebbia ,0,Pescara,Chievo,A,-,-
320,2016-01-10,domenica,39,6,nebbia ,0,Udinese,Lazio,A,-,-
321,2016-01-12,martedì,15,7,sole,0,-,-,-,-,-
322,2016-01-13,mercoledì,25,5,sole,0,-,-,-,-,-
323,2016-01-14,giovedì,27,2,pioggia ,0,-,-,-,-,-
324,2016-01-15,venerdì,33,3,sole,0,-,-,-,-,-
325,2016-01-16,sabato,48,4,sole,0,Atalanta,Inter,A,-,-
325,2016-01-16,sabato,48,4,sole,0,Napoli,Sassuolo,A,-,-
326,2016-01-17,domenica,33,3,sole,0,Udinese,Juventus,A,-,-
326,2016-01-17,domenica,33,3,sole,0,Chievo,Empoli,A,-,-
326,2016-01-17,domenica,33,3,sole,0,Milan,Fiorentina,A,-,-
326,2016-01-17,domenica,33,3,sole,0,Bologna,Lazio,A,-,-
327,2016-01-19,martedì,25,-2,sole,0,-,-,-,-,-
328,2016-01-20,mercoledì,29,-1,sole,0,-,-,-,-,-
329,2016-01-21,giovedì,31,-1,sole,0,-,-,-,-,-
330,2016-01-22,venerdì,39,1,sole,0,-,-,-,-,-
331,2016-01-23,sabato,55,1,sole,0,Empoli,Milan,A,-,-
332,2016-01-24,domenica,41,0,sole,0,Inter,Carpi,A,-,-
332,2016-01-24,domenica,41,0,sole,0,Juventus,Roma,A,-,-
332,2016-01-24,domenica,41,0,sole,0,Sampdoria,Napoli,A,-,-
332,2016-01-24,domenica,41,0,sole,0,Lazio,Chievo,A,-,-
333,2016-01-26,martedì,33,3,sole,0,-,-,-,-,-
334,2016-01-27,mercoledì,30,4,sole,0,-,-,-,-,-
335,2016-01-28,giovedì,23,7,sole,0,-,-,-,-,-
336,2016-01-29,venerdì,39,8,sole,0,-,-,-,-,-
337,2016-01-30,sabato,45,7,pioggia nebbia ,0,-,-,-,-,-
338,2016-01-31,domenica,32,6,nebbia ,0,Chievo,Juventus,A,-,-
338,2016-01-31,domenica,32,6,nebbia ,0,Udinese,Lazio,A,-,-
338,2016-01-31,domenica,32,6,nebbia ,0,Milan,Inter,A,-,-
338,2016-01-31,domenica,32,6,nebbia ,0,Napoli,Empoli,A,-,-
339,2016-02-02,martedì,24,7,nebbia ,0,-,-,-,-,-
340,2016-02-03,mercoledì,20,8,pioggia nebbia ,0,-,-,-,-,-
341,2016-02-04,giovedì,25,5,nebbia ,Giovedì Grasso,Juventus,Empoli,A,-,-
342,2016-02-05,venerdì,32,5,sole,0,Napoli,Atalanta,A,-,-
343,2016-02-06,sabato,41,5,sole,0,-,-,-,-,-
344,2016-02-07,domenica,34,10,pioggia ,Carnevale,-,-,-,Germania,Italia
345,2016-02-09,martedì,22,8,pioggia ,Martedì Grasso,-,-,-,-,-
346,2016-02-10,mercoledì,15,8,pioggia ,0,Empoli,Juventus,A,-,-
346,2016-02-10,mercoledì,15,8,pioggia ,0,Atalanta,Napoli,A,-,-
346,2016-02-10,mercoledì,15,8,pioggia ,0,Roma,Inter,A,-,-
346,2016-02-10,mercoledì,15,8,pioggia ,0,Milan,Sassuolo,A,-,-
347,2016-02-11,giovedì,20,4,sole,0,-,-,-,-,-
348,2016-02-12,venerdì,22,6,pioggia ,0,Napoli,Inter,A,-,-
349,2016-02-13,sabato,43,5,sole,0,Chievo,Sassuolo,A,-,-
349,2016-02-13,sabato,43,5,sole,0,Juventus,Napoli,A,-,-
350,2016-02-14,domenica,42,5,pioggia ,San Valentino,Milan,Genoa,A,-,-
350,2016-02-14,domenica,42,5,pioggia ,San Valentino,Fiorentina,Inter,A,-,-
351,2016-02-16,martedì,27,9,pioggia ,0,-,-,-,-,-
352,2016-02-17,mercoledì,19,7,pioggia ,0,-,-,-,-,-
353,2016-02-18,giovedì,24,8,sole,0,-,-,-,-,-
354,2016-02-19,venerdì,34,9,sole,0,Bologna,Juventus,A,-,-
355,2016-02-20,sabato,47,7,sole,0,Inter,Sampdoria,A,-,-
355,2016-02-20,sabato,47,7,sole,0,Verona,Chievo,A,-,-
356,2016-02-21,domenica,33,7,sole,0,Frosinone,Lazio,A,-,-
357,2016-02-23,martedì,24,10,nebbia ,0,-,-,-,-,-
358,2016-02-24,mercoledì,32,8,pioggia nebbia ,0,-,-,-,-,-
359,2016-02-25,giovedì,26,7,sole,0,-,-,-,-,-
360,2016-02-26,venerdì,23,5,pioggia nebbia ,0,-,-,-,-,-
361,2016-02-27,sabato,44,7,pioggia ,0,Milan,Torino,A,-,-
362,2016-02-28,domenica,34,12,pioggia ,0,Chievo,Genoa,A,-,-
362,2016-02-28,domenica,34,12,pioggia ,0,Juventus,Inter,A,-,-
363,2016-03-01,martedì,24,10,nebbia ,0,-,-,-,-,-
364,2016-03-02,mercoledì,35,9,pioggia ,0,Lazio,Napoli,A,-,-
364,2016-03-02,mercoledì,35,9,pioggia ,0,Palermo,Milan,A,-,-
364,2016-03-02,mercoledì,35,9,pioggia ,0,Inter,Chievo,A,-,-
364,2016-03-02,mercoledì,35,9,pioggia ,0,Juventus,Genoa,A,-,-
365,2016-03-03,giovedì,18,7,pioggia ,0,-,-,-,-,-
366,2016-03-04,venerdì,23,7,sole,0,Inter,Torino,A,-,-
366,2016-03-04,venerdì,23,7,sole,0,Lazio,Roma,A,-,-
366,2016-03-04,venerdì,23,7,sole,0,Atalanta,Milan,A,-,-
366,2016-03-04,venerdì,23,7,sole,0,Chievo,Palermo,A,-,-
366,2016-03-04,venerdì,23,7,sole,0,Udinese,Napoli,A,-,-
367,2016-03-05,sabato,46,8,pioggia ,0,-,-,-,-,-
368,2016-03-06,domenica,35,5,nebbia ,0,-,-,-,-,-
369,2016-03-08,martedì,25,5,pioggia ,0,-,-,-,-,-
370,2016-03-09,mercoledì,20,7,pioggia ,0,-,-,-,-,-
371,2016-03-10,giovedì,22,9,sole,0,-,-,-,-,-
372,2016-03-11,venerdì,31,10,sole,0,-,-,-,-,-
373,2016-03-12,sabato,41,11,sole,0,Juventus,Atalanta,A,-,-
374,2016-03-13,domenica,26,11,sole,0,Chievo,Milan,A,-,-
374,2016-03-13,domenica,26,11,sole,0,Palermo,Napoli,A,-,-
374,2016-03-13,domenica,26,11,sole,0,Lazio,Atalanta,A,-,-
375,2016-03-15,martedì,12,7,pioggia ,0,-,-,-,-,-
376,2016-03-16,mercoledì,20,8,pioggia ,0,-,-,-,-,-
377,2016-03-17,giovedì,19,10,sole,0,-,-,-,-,-
378,2016-03-18,venerdì,27,9,sole,0,-,-,-,-,-
379,2016-03-19,sabato,37,10,sole,Festa di San Giuseppe,Roma,Inter,A,-,-
380,2016-03-20,domenica,27,10,sole,Domenica delle Palme,Sampdoria,Chievo,A,-,-
380,2016-03-20,domenica,27,10,sole,Domenica delle Palme,Milan,Lazio,A,-,-
380,2016-03-20,domenica,27,10,sole,Domenica delle Palme,Torino,Juventus,A,-,-
380,2016-03-20,domenica,27,10,sole,Domenica delle Palme,Napoli,Genoa,A,-,-
381,2016-03-22,martedì,13,12,nebbia ,0,-,-,-,-,-
382,2016-03-23,mercoledì,22,11,sole,0,-,-,-,-,-
383,2016-03-24,giovedì,25,9,sole,0,-,-,-,Spagna,Italia
384,2016-03-25,venerdì,10,10,sole,0,-,-,-,-,-
385,2016-03-26,sabato,26,11,sole,0,-,-,-,-,-
386,2016-03-29,martedì,11,13,nebbia ,0,-,-,-,Germania,Italia
387,2016-03-30,mercoledì,24,13,sole,0,-,-,-,-,-
388,2016-03-31,giovedì,26,14,sole,0,-,-,-,-,-
389,2016-04-01,venerdì,25,15,sole,0,-,-,-,-,-
390,2016-04-02,sabato,45,14,sole,0,-,-,-,-,-
391,2016-04-03,domenica,37,14,sole,0,-,-,-,-,-
392,2016-04-05,martedì,17,14,sole,0,-,-,-,-,-
393,2016-04-06,mercoledì,25,15,sole,0,-,-,-,-,-
394,2016-04-07,giovedì,21,15,sole,0,-,-,-,-,-
395,2016-04-08,venerdì,23,13,sole,0,-,-,-,-,-
396,2016-04-09,sabato,40,13,sole,0,-,-,-,-,-
397,2016-04-10,domenica,30,15,sole,0,-,-,-,-,-
398,2016-04-12,martedì,28,15,sole,0,Lazio,Roma,A,-,-
398,2016-04-12,martedì,28,15,sole,0,Milan,Crotone,A,-,-
399,2016-04-13,mercoledì,25,16,sole,0,-,-,-,-,-
400,2016-04-14,giovedì,24,16,sole,0,-,-,-,-,-
401,2016-04-15,venerdì,28,15,sole,0,-,-,-,-,-
402,2016-04-16,sabato,37,16,sole,0,Inter,Napoli,A,-,-
403,2016-04-17,domenica,29,16,sole,0,Sampdoria,Milan,A,-,-
403,2016-04-17,domenica,29,16,sole,0,Udinese,Chievo,A,-,-
403,2016-04-17,domenica,29,16,sole,0,Lazio,Empoli,A,-,-
403,2016-04-17,domenica,29,16,sole,0,Juventus,Palermo,A,-,-
404,2016-04-19,martedì,24,14,sole,0,Napoli,Bologna,A,-,-
405,2016-04-20,mercoledì,19,15,sole,0,Genoa,Inter,A,-,-
405,2016-04-20,mercoledì,19,15,sole,0,Juventus,Lazio,A,-,-
405,2016-04-20,mercoledì,19,15,sole,0,Chievo,Frosinone,A,-,-
406,2016-04-22,venerdì,27,16,sole,0,-,-,-,-,-
407,2016-04-23,sabato,41,15,sole,0,Inter,Udinese,A,-,-
408,2016-04-24,domenica,37,12,sole,0,Atalanta,Chievo,A,-,-
408,2016-04-24,domenica,37,12,sole,0,Fiorentina,Juventus,A,-,-
408,2016-04-24,domenica,37,12,sole,0,Sampdoria,Lazio,A,-,-
409,2016-04-26,martedì,12,11,sole,0,-,-,-,-,-
410,2016-04-27,mercoledì,18,13,sole,0,-,-,-,-,-
411,2016-04-28,giovedì,21,12,sole,0,-,-,-,-,-
412,2016-04-29,venerdì,22,14,sole,0,-,-,-,-,-
413,2016-04-30,sabato,30,14,sole,0,Chievo,Fiorentina,A,-,-
414,2016-05-01,domenica,30,12,pioggia ,Festa dei Lavoratori,-,-,-,-,-
415,2016-05-03,martedì,23,16,temporale ,0,Napoli,Chievo,A,-,-
416,2016-05-04,mercoledì,25,18,sole,0,-,-,-,-,-
417,2016-05-05,giovedì,27,17,sole,0,-,-,-,-,-
418,2016-05-06,venerdì,27,17,sole,0,-,-,-,-,-
419,2016-05-07,sabato,30,18,sole,0,-,-,-,-,-
420,2016-05-08,domenica,27,18,sole,Festa della Mamma,-,-,-,-,-
421,2016-05-10,martedì,23,17,pioggia ,0,-,-,-,-,-
422,2016-05-11,mercoledì,28,15,pioggia ,0,Napoli,Lazio,A,-,-
423,2016-05-12,giovedì,23,16,pioggia temporale ,0,Chievo,Genoa,A,-,-
424,2016-05-13,venerdì,32,15,pioggia ,0,-,-,-,-,-
425,2016-05-14,sabato,46,17,pioggia temporale ,0,Milan,Roma,A,-,-
425,2016-05-14,sabato,46,17,pioggia temporale ,0,Sassuolo,Inter,A,-,-
425,2016-05-14,sabato,46,17,pioggia temporale ,0,Napoli,Frosinone,A,-,-
425,2016-05-14,sabato,46,17,pioggia temporale ,0,Juventus,Sampdoria,A,-,-
426,2016-05-15,domenica,28,15,pioggia temporale nebbia ,Pentecoste,Chievo,Bologna,A,-,-
426,2016-05-15,domenica,28,15,pioggia temporale nebbia ,Pentecoste,Lazio,Fiorentina,A,-,-
427,2016-05-17,martedì,26,14,pioggia ,0,-,-,-,-,-
428,2016-05-18,mercoledì,25,16,pioggia ,0,-,-,-,-,-
429,2016-05-19,giovedì,17,13,pioggia ,0,-,-,-,-,-
430,2016-05-20,venerdì,23,17,sole,0,-,-,-,-,-
431,2016-05-21,sabato,36,19,sole,0,-,-,-,-,-
432,2016-05-22,domenica,34,21,sole,0,-,-,-,-,-
433,2016-05-24,martedì,18,17,pioggia ,0,-,-,-,-,-
434,2016-05-25,mercoledì,23,19,sole,0,-,-,-,-,-
435,2016-05-26,giovedì,25,20,sole,0,-,-,-,-,-
436,2016-05-27,venerdì,32,22,sole,0,-,-,-,-,-
437,2016-05-28,sabato,25,22,sole,0,-,-,-,-,-
438,2016-05-29,domenica,31,18,pioggia temporale ,0,-,-,-,Scozia,Italia
439,2016-05-31,martedì,9,19,sole,0,-,-,-,-,-
440,2016-06-01,mercoledì,23,18,pioggia ,0,Milan,Bologna,A,-,-
440,2016-06-01,mercoledì,23,18,pioggia ,0,Empoli,Inter,A,-,-
440,2016-06-01,mercoledì,23,18,pioggia ,0,Lazio,Carpi,A,-,-
440,2016-06-01,mercoledì,23,18,pioggia ,0,Napoli,Torino,A,-,-
440,2016-06-01,mercoledì,23,18,pioggia ,0,Chievo,Roma,A,-,-
440,2016-06-01,mercoledì,23,18,pioggia ,0,Juventus,Verona,A,-,-
441,2016-06-02,giovedì,32,18,pioggia temporale ,Festa della Repubblica,Genoa,Lazio,A,-,-
442,2016-06-03,venerdì,19,19,sole,0,Atalanta,Juventus,A,-,-
442,2016-06-03,venerdì,19,19,sole,0,Torino,Lazio,A,-,-
442,2016-06-03,venerdì,19,19,sole,0,Sassuolo,Milan,A,-,-
442,2016-06-03,venerdì,19,19,sole,0,Inter,Palermo,A,-,-
443,2016-06-04,sabato,30,18,pioggia temporale ,0,-,-,-,-,-
444,2016-06-05,domenica,23,19,pioggia temporale ,0,-,-,-,-,-
445,2016-06-07,martedì,11,22,sole,0,-,-,-,-,-
446,2016-06-08,mercoledì,25,21,pioggia temporale ,0,-,-,-,-,-
447,2016-06-09,giovedì,20,19,pioggia ,0,-,-,-,-,-
448,2016-06-10,venerdì,15,21,pioggia ,0,-,-,-,Spagna,Italia
449,2016-06-11,sabato,26,21,pioggia ,0,Chievo,Juventus,A,-,-
449,2016-06-11,sabato,26,21,pioggia ,0,Palermo,Milan,A,-,-
449,2016-06-11,sabato,26,21,pioggia ,0,Inter,Crotone,A,-,-
450,2016-06-12,domenica,40,19,pioggia temporale ,0,-,-,-,-,-
451,2016-06-14,martedì,18,19,pioggia temporale ,0,-,-,-,-,-
452,2016-06-15,mercoledì,21,20,pioggia temporale ,0,-,-,-,-,-
453,2016-06-16,giovedì,20,22,sole,0,-,-,-,-,-
454,2016-06-17,venerdì,28,21,pioggia temporale ,0,-,-,-,Svezia,Italia
455,2016-06-18,sabato,23,19,pioggia temporale ,0,-,-,-,-,-
456,2016-06-19,domenica,36,17,pioggia temporale ,0,-,-,-,-,-
457,2016-06-21,martedì,23,23,sole,0,-,-,-,-,-
458,2016-06-22,mercoledì,32,25,sole,0,-,-,-,Irlanda,Italia
459,2016-06-23,giovedì,12,27,sole,0,-,-,-,-,-
460,2016-06-24,venerdì,12,28,sole,0,-,-,-,-,-
461,2016-06-25,sabato,26,27,pioggia temporale ,0,-,-,-,-,-
462,2016-06-26,domenica,33,24,pioggia temporale ,0,-,-,-,-,-
463,2016-06-28,martedì,19,24,sole,0,-,-,-,-,-
464,2016-06-29,mercoledì,24,25,sole,0,-,-,-,-,-
465,2016-06-30,giovedì,23,26,sole,0,-,-,-,-,-
466,2016-07-01,venerdì,25,26,sole,0,-,-,-,-,-
467,2016-07-02,sabato,41,26,sole,0,Frosinone,Juventus,A,-,-
467,2016-07-02,sabato,41,26,sole,0,Milan,Udinese,A,-,-
467,2016-07-02,sabato,41,26,sole,0,Napoli,Carpi,A,-,-
467,2016-07-02,sabato,41,26,sole,0,Torino,Chievo,A,-,-
467,2016-07-02,sabato,41,26,sole,0,Verona,Inter,A,-,-
468,2016-07-03,domenica,40,25,sole,0,-,-,-,-,-
469,2016-07-05,martedì,25,25,sole,0,Bologna,Milan,A,-,-
469,2016-07-05,martedì,25,25,sole,0,Inter,Empoli,A,-,-
470,2016-07-06,mercoledì,24,26,sole,0,-,-,-,-,-
471,2016-07-07,giovedì,19,26,sole,0,-,-,-,-,-
472,2016-07-08,venerdì,22,26,sole,0,-,-,-,-,-
473,2016-07-09,sabato,15,27,sole,0,-,-,-,-,-
474,2016-07-10,domenica,27,29,sole,0,-,-,-,-,-
475,2016-07-12,martedì,23,27,sole,0,-,-,-,-,-
476,2016-07-13,mercoledì,20,26,sole,0,-,-,-,-,-
477,2016-07-14,giovedì,19,23,sole,0,-,-,-,-,-
478,2016-07-15,venerdì,14,21,sole,0,-,-,-,-,-
479,2016-07-16,sabato,19,21,sole,0,-,-,-,-,-
480,2016-07-17,domenica,26,23,sole,0,-,-,-,-,-
481,2016-07-19,martedì,23,27,sole,0,-,-,-,-,-
482,2016-07-20,mercoledì,19,28,sole,0,-,-,-,-,-
483,2016-07-21,giovedì,14,26,sole,0,-,-,-,-,-
484,2016-07-22,venerdì,14,27,sole,0,-,-,-,-,-
485,2016-07-23,sabato,24,25,sole,0,-,-,-,-,-
486,2016-07-24,domenica,31,25,sole,0,-,-,-,-,-
487,2016-07-26,martedì,21,27,sole,0,-,-,-,-,-
488,2016-07-27,mercoledì,16,26,sole,0,-,-,-,-,-
489,2016-07-28,giovedì,16,25,sole,0,-,-,-,-,-
490,2016-07-29,venerdì,17,26,sole,0,-,-,-,-,-
491,2016-07-30,sabato,23,28,sole,0,-,-,-,-,-
492,2016-07-31,domenica,24,25,sole,0,-,-,-,-,-
493,2016-08-02,martedì,18,24,sole,0,-,-,-,-,-
494,2016-08-03,mercoledì,22,25,sole,0,-,-,-,-,-
495,2016-08-04,giovedì,21,26,sole,0,-,-,-,-,-
496,2016-08-05,venerdì,19,22,pioggia temporale ,0,Carpi,Lazio,A,-,-
496,2016-08-05,venerdì,19,22,pioggia temporale ,0,Torino,Napoli,A,-,-
496,2016-08-05,venerdì,19,22,pioggia temporale ,0,Verona,Juventus,A,-,-
496,2016-08-05,venerdì,19,22,pioggia temporale ,0,Roma,Chievo,A,-,-
497,2016-08-06,sabato,23,23,pioggia ,0,-,-,-,-,-
498,2016-08-07,domenica,21,24,sole,0,-,-,-,-,-
499,2016-08-09,martedì,26,24,pioggia temporale ,0,-,-,-,-,-
500,2016-08-10,mercoledì,20,20,pioggia temporale ,0,-,-,-,-,-
501,2016-08-11,giovedì,19,20,pioggia ,0,-,-,-,-,-
502,2016-08-12,venerdì,19,20,sole,0,-,-,-,-,-
503,2016-08-13,sabato,23,21,sole,0,-,-,-,-,-
504,2016-08-16,martedì,20,25,temporale ,0,-,-,-,-,-
505,2016-08-17,mercoledì,22,25,temporale ,0,-,-,-,-,-
506,2016-08-18,giovedì,25,23,pioggia temporale ,0,-,-,-,-,-
507,2016-08-19,venerdì,22,23,pioggia temporale ,0,-,-,-,-,-
508,2016-08-20,sabato,31,24,pioggia temporale ,0,Juventus,Fiorentina,A,-,-
509,2016-08-21,domenica,29,24,pioggia temporale nebbia ,0,Chievo,Inter,A,-,-
509,2016-08-21,domenica,29,24,pioggia temporale nebbia ,0,Pescara,Napoli,A,-,-
509,2016-08-21,domenica,29,24,pioggia temporale nebbia ,0,Milan,Torino,A,-,-
509,2016-08-21,domenica,29,24,pioggia temporale nebbia ,0,Atalanta,Lazio,A,-,-
510,2016-08-23,martedì,20,22,sole,0,-,-,-,-,-
511,2016-08-24,mercoledì,24,23,sole,0,-,-,-,-,-
512,2016-08-25,giovedì,23,24,sole,0,-,-,-,-,-
513,2016-08-26,venerdì,27,23,sole,0,-,-,-,-,-
514,2016-08-27,sabato,22,24,sole,0,Lazio,Juventus,A,-,-
514,2016-08-27,sabato,22,24,sole,0,Napoli,Milan,A,-,-
515,2016-08-28,domenica,19,25,sole,0,Inter,Palermo,A,-,-
515,2016-08-28,domenica,19,25,sole,0,Fiorentina,Chievo,A,-,-
516,2016-08-30,martedì,19,24,pioggia temporale ,0,-,-,-,-,-
517,2016-08-31,mercoledì,24,25,sole,0,-,-,-,-,-
518,2016-09-01,giovedì,27,24,sole,0,Roma,Milan,A,-,-
518,2016-09-01,giovedì,27,24,sole,0,Fiorentina,Lazio,A,-,-
519,2016-09-02,venerdì,30,25,sole,0,-,-,-,-,-
520,2016-09-03,sabato,28,25,sole,0,-,-,-,-,-
521,2016-09-04,domenica,32,25,sole,0,Frosinone,Inter,A,-,-
521,2016-09-04,domenica,32,25,sole,0,Milan,Juventus,A,-,-
521,2016-09-04,domenica,32,25,sole,0,Chievo,Carpi,A,-,-
522,2016-09-06,martedì,25,22,sole,0,-,-,-,-,-
523,2016-09-07,mercoledì,19,22,sole,0,-,-,-,-,-
524,2016-09-08,giovedì,27,23,sole,0,-,-,-,-,-
525,2016-09-09,venerdì,26,24,sole,0,-,-,-,-,-
526,2016-09-10,sabato,34,25,sole,0,-,-,-,Macedonia del Nord,Italia
527,2016-09-11,domenica,38,24,sole,0,-,-,-,-,-
528,2016-09-13,martedì,27,24,sole,0,-,-,-,-,-
529,2016-09-14,mercoledì,26,24,sole,0,-,-,-,-,-
530,2016-09-15,giovedì,40,22,sole,0,-,-,-,-,-
531,2016-09-16,venerdì,34,19,sole,0,Sampdoria,Milan,A,-,-
532,2016-09-17,sabato,34,20,sole,0,Lazio,Pescara,A,-,-
532,2016-09-17,sabato,34,20,sole,0,Napoli,Bologna,A,-,-
533,2016-09-18,domenica,37,19,sole,0,Udinese,Chievo,A,-,-
533,2016-09-18,domenica,37,19,sole,0,Inter,Juventus,A,-,-
534,2016-09-20,martedì,23,20,sole,0,Milan,Lazio,A,-,-
535,2016-09-21,mercoledì,22,17,sole,0,Empoli,Inter,A,-,-
535,2016-09-21,mercoledì,22,17,sole,0,Genoa,Napoli,A,-,-
535,2016-09-21,mercoledì,22,17,sole,0,Chievo,Sassuolo,A,-,-
535,2016-09-21,mercoledì,22,17,sole,0,Juventus,Cagliari,A,-,-
536,2016-09-22,giovedì,25,18,sole,0,-,-,-,-,-
537,2016-09-23,venerdì,25,17,sole,0,-,-,-,-,-
538,2016-09-24,sabato,31,18,sole,0,Palermo,Juventus,A,-,-
538,2016-09-24,sabato,31,18,sole,0,Napoli,Chievo,A,-,-
539,2016-09-25,domenica,32,18,sole,0,Fiorentina,Milan,A,-,-
539,2016-09-25,domenica,32,18,sole,0,Inter,Bologna,A,-,-
539,2016-09-25,domenica,32,18,sole,0,Lazio,Empoli,A,-,-
540,2016-09-27,martedì,25,19,sole,0,-,-,-,-,-
541,2016-09-28,mercoledì,18,18,sole,0,-,-,-,-,-
542,2016-09-29,giovedì,29,18,sole,0,-,-,-,-,-
543,2016-09-30,venerdì,31,18,sole,0,-,-,-,-,-
544,2016-10-01,sabato,31,18,pioggia ,0,Bologna,Chievo,A,-,-
544,2016-10-01,sabato,31,18,pioggia ,0,Inter,Sassuolo,A,-,-
544,2016-10-01,sabato,31,18,pioggia ,0,Frosinone,Napoli,A,-,-
544,2016-10-01,sabato,31,18,pioggia ,0,Sampdoria,Juventus,A,-,-
545,2016-10-02,domenica,26,18,pioggia ,0,-,-,-,-,-
546,2016-10-04,martedì,15,16,sole,0,Palermo,Lazio,A,-,-
546,2016-10-04,martedì,15,16,sole,0,Napoli,Verona,A,-,-
547,2016-10-05,mercoledì,21,13,pioggia ,0,-,-,-,-,-
548,2016-10-06,giovedì,25,13,sole,0,-,-,-,-,-
549,2016-10-07,venerdì,29,13,sole,0,-,-,-,-,-
550,2016-10-08,sabato,29,12,sole,0,-,-,-,-,-
551,2016-10-09,domenica,33,13,pioggia ,0,Palermo,Napoli,A,-,-
551,2016-10-09,domenica,33,13,pioggia ,0,Juventus,Sassuolo,A,-,-
552,2016-10-10,lunedì,1,14,sole,0,-,-,-,-,-
553,2016-10-11,martedì,18,11,sole,0,-,-,-,-,-
554,2016-10-12,mercoledì,19,9,sole,0,Sampdoria,Lazio,A,-,-
555,2016-10-13,giovedì,24,10,pioggia ,0,-,-,-,-,-
556,2016-10-14,venerdì,31,13,pioggia temporale ,0,-,-,-,-,-
557,2016-10-15,sabato,31,15,pioggia ,0,Napoli,Roma,A,-,-
557,2016-10-15,sabato,31,15,pioggia ,0,Juventus,Udinese,A,-,-
558,2016-10-16,domenica,33,14,nebbia ,0,Chievo,Milan,A,-,-
558,2016-10-16,domenica,33,14,nebbia ,0,Inter,Cagliari,A,-,-
558,2016-10-16,domenica,33,14,nebbia ,0,Lazio,Bologna,A,-,-
559,2016-10-18,martedì,17,14,nebbia ,0,-,-,-,-,-
560,2016-10-19,mercoledì,21,13,pioggia ,0,-,-,-,-,-
561,2016-10-20,giovedì,28,12,pioggia ,0,-,-,-,-,-
562,2016-10-21,venerdì,27,10,sole,0,-,-,-,-,-
563,2016-10-22,sabato,49,11,pioggia nebbia ,0,Milan,Juventus,A,-,-
564,2016-10-23,domenica,26,12,sole,0,Empoli,Chievo,A,-,-
564,2016-10-23,domenica,26,12,sole,0,Crotone,Napoli,A,-,-
